Timestep,ActorLoss,ActorLossMovingAvg,CriticLoss,CriticLossMovingAvg,ActorGradNorm,ActorGradNormMovingAvg,CriticGradNorm,CriticGradNormMovingAvg
500,-144.733,-144.733,446.926,446.926,0.005,0.005,0.494,0.494
1000,-461.222,-302.978,4207.913,2327.42,0.005,0.005,0.475,0.484
1500,-410.554,-338.836,3197.018,2617.286,0.007,0.006,0.476,0.482
2000,-356.923,-343.358,2553.973,2601.458,0.014,0.008,0.485,0.482
2500,-254.442,-325.575,1255.895,2332.345,0.023,0.011,0.487,0.483
3000,-292.903,-320.13,1789.358,2241.847,0.032,0.014,0.487,0.484
3500,-369.757,-327.219,2321.651,2253.248,0.087,0.025,0.484,0.484
4000,-215.987,-313.315,1540.821,2164.194,0.031,0.026,0.483,0.484
4500,-253.781,-306.7,2188.172,2166.859,0.012,0.024,0.476,0.483
5000,-135.267,-289.557,720.354,2022.208,0.015,0.023,0.475,0.482
5500,-254.23,-286.345,1783.633,2000.519,0.059,0.026,0.471,0.481
6000,-189.549,-278.279,2196.344,2016.838,0.035,0.027,0.465,0.48
6500,-136.285,-267.356,1267.939,1959.231,0.039,0.028,0.458,0.478
7000,-138.271,-258.136,1497.073,1926.219,0.017,0.027,0.47,0.477
7500,-91.288,-247.013,318.034,1819.007,0.029,0.027,0.469,0.477
8000,-112.93,-238.633,555.636,1740.046,0.016,0.027,0.452,0.475
8500,-85.866,-229.646,842.513,1687.25,0.009,0.026,0.438,0.473
9000,-165.432,-226.079,3351.686,1779.719,0.022,0.025,0.432,0.471
9500,-80.185,-218.4,323.017,1703.05,0.005,0.024,0.462,0.47
10000,-82.993,-211.63,427.031,1639.249,0.008,0.024,0.463,0.47
10500,-20.899,-202.547,38.008,1563.0,0.004,0.023,0.42,0.468
11000,-119.827,-198.787,1198.862,1546.448,0.004,0.022,0.454,0.467
11500,-140.238,-196.242,1981.592,1565.367,0.011,0.021,0.465,0.467
12000,-154.403,-194.499,2034.427,1584.912,0.007,0.021,0.462,0.467
12500,-59.252,-189.089,201.033,1529.556,0.014,0.02,0.447,0.466
13000,-197.562,-189.415,2718.021,1575.267,0.003,0.02,0.46,0.466
13500,-108.724,-186.426,937.093,1551.631,0.011,0.019,0.448,0.465
14000,-191.715,-186.615,1902.067,1564.146,0.003,0.019,0.436,0.464
14500,-178.897,-186.349,1719.439,1569.501,0.003,0.018,0.447,0.463
15000,-109.578,-183.79,706.844,1540.746,0.01,0.018,0.453,0.463
15500,-40.54,-179.169,132.077,1495.305,0.005,0.018,0.436,0.462
16000,-139.753,-177.937,1344.531,1490.593,0.006,0.017,0.439,0.461
16500,14.201,-172.115,22.585,1446.108,0.008,0.017,0.434,0.461
17000,-110.527,-170.303,626.998,1422.017,0.038,0.018,0.455,0.46
17500,-19.761,-166.002,70.258,1383.395,0.02,0.018,0.416,0.459
18000,-122.07,-164.782,908.076,1370.192,0.007,0.017,0.447,0.459
18500,-86.388,-162.663,714.72,1352.476,0.015,0.017,0.445,0.458
19000,4.12,-158.274,91.359,1319.289,0.086,0.019,0.088,0.449
19500,-243.631,-160.463,3597.848,1377.714,0.005,0.019,0.451,0.449
20000,-68.089,-158.153,420.468,1353.782,0.004,0.018,0.385,0.447
20500,-51.102,-155.542,253.903,1326.956,0.016,0.018,0.464,0.448
21000,-124.224,-154.797,1973.031,1342.339,0.011,0.018,0.446,0.448
21500,-58.586,-152.559,130.253,1314.151,0.017,0.018,0.447,0.448
22000,-232.918,-154.386,3386.213,1361.243,0.009,0.018,0.457,0.448
22500,-16.845,-151.329,152.586,1334.384,0.049,0.019,0.164,0.442
23000,-124.177,-150.739,1129.176,1329.923,0.012,0.018,0.452,0.442
23500,2.833,-147.471,150.036,1304.819,0.006,0.018,0.077,0.434
24000,-164.664,-147.83,1108.548,1300.73,0.001,0.018,0.449,0.434
24500,-90.614,-146.662,410.598,1282.564,0.001,0.017,0.456,0.435
25000,-201.515,-147.759,1602.55,1288.964,0.007,0.017,0.454,0.435
25500,14.275,-144.582,72.008,1265.102,0.008,0.017,0.38,0.434
26000,-26.83,-142.317,106.568,1242.822,0.019,0.017,0.388,0.433
26500,-69.208,-140.938,368.713,1226.33,0.002,0.017,0.438,0.433
27000,14.289,-138.063,79.844,1205.099,0.008,0.017,0.39,0.432
27500,58.946,-134.481,233.788,1187.438,0.005,0.016,0.455,0.433
28000,-94.854,-133.774,1225.725,1188.122,0.005,0.016,0.446,0.433
28500,8.587,-131.276,180.43,1170.443,0.025,0.016,0.181,0.429
29000,-214.621,-132.713,2503.816,1193.432,0.0,0.016,0.452,0.429
29500,-176.808,-133.461,1291.931,1195.102,0.008,0.016,0.452,0.429
30000,-290.464,-136.077,2761.592,1221.21,0.008,0.016,0.449,0.43
30500,10.427,-133.676,52.947,1202.058,0.029,0.016,0.334,0.428
31000,-9.395,-131.671,10.42,1182.838,0.005,0.016,0.439,0.428
31500,-8.97,-129.723,81.292,1165.353,0.018,0.016,0.162,0.424
