Episode,Reward,RewardMovingAvg,Entropy,EntropyMovingAvg
1,-500.0,-500.0,3.654,3.654
2,-494.0,-497.0,3.689,3.672
3,-441.0,-478.333,3.654,3.666
4,-386.0,-455.25,3.689,3.672
5,-466.0,-457.4,3.689,3.675
6,-517.0,-467.333,3.689,3.677
7,-422.0,-460.857,3.62,3.669
8,-506.0,-466.5,3.689,3.672
9,-406.0,-459.778,3.689,3.673
10,-507.0,-464.5,3.689,3.675
11,-368.0,-455.727,3.654,3.673
12,-420.0,-452.75,3.689,3.674
13,-438.0,-451.615,3.689,3.676
14,-352.0,-444.5,3.689,3.677
15,-506.0,-448.6,3.654,3.675
16,-398.0,-445.438,3.689,3.676
17,-392.0,-442.294,3.689,3.677
18,-453.0,-442.889,3.689,3.677
19,-404.0,-440.842,3.689,3.678
20,-460.0,-441.8,3.689,3.678
21,-417.0,-440.619,3.689,3.679
22,-421.0,-439.727,3.689,3.679
23,-462.0,-440.696,3.689,3.68
24,-490.0,-442.75,3.689,3.68
25,-341.0,-438.68,3.654,3.679
26,-526.0,-442.038,3.654,3.678
27,-473.0,-443.185,3.689,3.679
28,-437.0,-442.964,3.689,3.679
29,-387.0,-441.034,3.689,3.679
30,-474.0,-442.133,3.689,3.68
31,-473.0,-443.129,3.689,3.68
32,-408.0,-442.031,3.689,3.68
33,-488.0,-443.424,3.689,3.68
34,-462.0,-443.971,3.689,3.681
35,-484.0,-445.114,3.654,3.68
36,-454.0,-445.361,3.689,3.68
37,-447.0,-445.405,3.689,3.68
38,-454.0,-445.632,3.689,3.681
39,-329.0,-442.641,3.689,3.681
40,-420.0,-442.075,3.689,3.681
41,-294.0,-438.463,3.62,3.68
42,-448.0,-438.69,3.689,3.68
43,-457.0,-439.116,3.689,3.68
44,-402.0,-438.273,3.62,3.679
45,-512.0,-439.911,3.481,3.674
46,-409.0,-439.239,3.572,3.672
47,-540.0,-441.383,3.412,3.666
48,-488.0,-442.354,3.537,3.664
49,-418.0,-441.857,3.351,3.657
50,-475.0,-442.52,3.399,3.652
51,-477.0,-443.196,3.399,3.647
52,-495.0,-444.192,3.221,3.639
53,-561.0,-446.396,2.998,3.627
54,-571.0,-448.704,2.916,3.614
55,-543.0,-450.418,3.093,3.604
56,-601.0,-453.107,2.919,3.592
57,-475.0,-453.491,3.351,3.588
58,-622.0,-456.397,3.295,3.583
59,-554.0,-458.051,3.42,3.58
60,-533.0,-459.3,3.329,3.576
61,-529.0,-460.443,3.303,3.571
62,-592.0,-462.564,3.121,3.564
63,-592.0,-464.619,3.03,3.556
64,-541.0,-465.812,3.377,3.553
65,-564.0,-467.323,3.08,3.546
66,-571.0,-468.894,3.316,3.542
67,-550.0,-470.104,3.399,3.54
68,-579.0,-471.706,3.156,3.534
