Episode,Reward,RewardMovingAvg,Entropy,EntropyMovingAvg
1,-595.0,-595.0,3.689,3.689
2,-385.0,-490.0,3.689,3.689
3,-533.0,-504.333,3.029,3.469
4,-638.0,-537.75,1.248,2.914
5,-464.0,-523.0,3.689,3.069
6,-599.0,-535.667,2.675,3.003
7,-756.0,-567.143,0.325,2.62
8,-751.0,-590.125,0.753,2.387
9,-779.0,-611.111,-0.0,2.122
10,-774.0,-627.4,0.199,1.93
11,-769.0,-640.273,-0.0,1.754
12,-774.0,-651.417,0.117,1.618
13,-751.0,-659.077,0.496,1.531
14,-751.0,-665.643,0.847,1.482
15,-751.0,-671.333,0.914,1.445
16,-774.0,-677.75,0.662,1.396
17,-774.0,-683.412,0.117,1.32
18,-751.0,-687.167,0.394,1.269
19,-779.0,-692.0,-0.0,1.202
20,-751.0,-694.95,0.394,1.162
21,-779.0,-698.952,-0.0,1.106
22,-779.0,-702.591,-0.0,1.056
23,-756.0,-704.913,0.631,1.038
24,-751.0,-706.833,0.49,1.015
25,-779.0,-709.72,-0.0,0.974
26,-779.0,-712.385,-0.0,0.937
27,-756.0,-714.0,0.464,0.919
28,-756.0,-715.5,0.199,0.894
29,-756.0,-716.897,0.423,0.877
30,-756.0,-718.2,0.266,0.857
31,-756.0,-719.419,0.423,0.843
32,-756.0,-720.562,0.199,0.823
33,-777.0,-722.273,-0.0,0.798
34,-756.0,-723.265,0.199,0.78
35,-756.0,-724.2,0.117,0.761
36,-756.0,-725.083,0.266,0.748
37,-756.0,-725.919,0.266,0.735
38,-756.0,-726.71,0.266,0.722
39,-756.0,-727.462,0.117,0.707
40,-756.0,-728.175,0.266,0.696
41,-756.0,-728.854,0.117,0.682
42,-779.0,-730.048,-0.0,0.665
43,-756.0,-730.651,0.199,0.654
44,-756.0,-731.227,0.117,0.642
45,-779.0,-732.289,-0.0,0.628
46,-769.0,-733.087,-0.0,0.614
47,-735.0,-733.128,0.518,0.612
48,-735.0,-733.167,0.719,0.615
49,-758.0,-733.673,0.682,0.616
50,-708.0,-733.16,0.935,0.622
51,-648.0,-731.49,1.347,0.636
52,-531.0,-727.635,3.28,0.687
53,-671.0,-726.566,1.268,0.698
54,-774.0,-727.444,0.117,0.688
55,-779.0,-728.382,-0.0,0.675
56,-779.0,-729.286,-0.0,0.663
57,-779.0,-730.158,-0.0,0.651
58,-779.0,-731.0,-0.0,0.64
59,-779.0,-731.814,-0.0,0.629
60,-714.0,-731.517,0.687,0.63
61,-758.0,-731.951,0.117,0.622
62,-779.0,-732.71,-0.0,0.612
63,-779.0,-733.444,-0.0,0.602
64,-779.0,-734.156,-0.0,0.593
65,-741.0,-734.262,0.233,0.587
66,-731.0,-734.212,0.314,0.583
67,-779.0,-734.881,-0.0,0.574
68,-756.0,-735.191,0.682,0.576
69,-735.0,-735.188,0.792,0.579
70,-735.0,-735.186,0.78,0.582
71,-735.0,-735.183,0.866,0.586
72,-756.0,-735.472,0.117,0.579
73,-777.0,-736.041,-0.0,0.571
74,-735.0,-736.027,0.314,0.568
75,-756.0,-736.293,0.325,0.565
76,-756.0,-736.553,0.199,0.56
77,-777.0,-737.078,-0.0,0.553
78,-777.0,-737.59,-0.0,0.546
79,-777.0,-738.089,-0.0,0.539
80,-777.0,-738.575,-0.0,0.532
81,-777.0,-739.049,-0.0,0.525
82,-756.0,-739.256,0.117,0.52
83,-777.0,-739.711,-0.0,0.514
84,-735.0,-739.655,0.767,0.517
85,-756.0,-739.847,0.199,0.513
86,-734.0,-739.779,0.947,0.518
87,-778.0,-740.218,-0.0,0.512
88,-734.0,-740.148,0.719,0.515
89,-778.0,-740.573,-0.0,0.509
90,-778.0,-740.989,-0.0,0.503
91,-710.0,-740.648,1.099,0.51
92,-734.0,-740.576,0.857,0.514
93,-723.0,-740.387,1.114,0.52
94,-727.0,-740.245,0.935,0.525
95,-763.0,-740.484,0.117,0.52
96,-748.0,-740.562,0.233,0.517
97,-785.0,-741.021,-0.0,0.512
98,-785.0,-741.469,-0.0,0.507
99,-785.0,-741.909,-0.0,0.502
100,-785.0,-742.34,-0.0,0.497
101,-785.0,-744.24,-0.0,0.46
102,-760.0,-747.99,0.117,0.424
103,-785.0,-750.51,-0.0,0.394
104,-785.0,-751.98,-0.0,0.381
105,-785.0,-755.19,-0.0,0.344
106,-785.0,-757.05,-0.0,0.318
107,-775.0,-757.24,0.117,0.315
108,-785.0,-757.58,-0.0,0.308
109,-785.0,-757.64,-0.0,0.308
110,-770.0,-757.6,0.117,0.307
111,-785.0,-757.76,-0.0,0.307
112,-785.0,-757.87,-0.0,0.306
113,-763.0,-757.99,0.117,0.302
114,-785.0,-758.33,-0.0,0.294
115,-785.0,-758.67,-0.0,0.285
116,-785.0,-758.78,-0.0,0.278
117,-785.0,-758.89,-0.0,0.277
118,-785.0,-759.23,-0.0,0.273
119,-785.0,-759.29,-0.0,0.273
120,-785.0,-759.63,-0.0,0.269
121,-785.0,-759.69,-0.0,0.269
122,-785.0,-759.75,-0.0,0.269
123,-760.0,-759.79,0.117,0.264
124,-492.0,-757.2,2.522,0.284
125,-775.0,-757.16,0.781,0.292
126,-790.0,-757.27,0.117,0.293
127,-775.0,-757.46,0.377,0.292
128,-775.0,-757.65,0.325,0.293
129,-775.0,-757.84,0.117,0.29
130,-775.0,-758.03,0.117,0.289
131,-795.0,-758.42,-0.0,0.285
132,-795.0,-758.81,-0.0,0.283
133,-775.0,-758.79,0.325,0.286
134,-775.0,-758.98,0.688,0.291
135,-775.0,-759.17,0.377,0.293
136,-765.0,-759.26,1.056,0.301
137,-795.0,-759.65,-0.0,0.299
138,-765.0,-759.74,1.142,0.307
139,-775.0,-759.93,0.381,0.31
140,-780.0,-760.17,0.117,0.309
141,-780.0,-760.41,0.266,0.31
142,-795.0,-760.57,0.117,0.311
