Timestep,ActorLoss,ActorLossMovingAvg,CriticLoss,CriticLossMovingAvg,ActorGradNorm,ActorGradNormMovingAvg,CriticGradNorm,CriticGradNormMovingAvg
500,-297.636,-297.636,1536.783,1536.783,0.004,0.004,0.478,0.478
1000,-255.621,-276.629,1426.992,1481.887,0.006,0.005,0.476,0.477
1500,-262.991,-272.083,1147.283,1370.353,0.003,0.004,0.477,0.477
2000,-256.204,-268.113,1835.011,1486.517,0.002,0.004,0.453,0.471
2500,-193.025,-253.095,664.578,1322.129,0.005,0.004,0.461,0.469
3000,-243.624,-251.517,2476.915,1514.594,0.005,0.004,0.465,0.468
3500,26.064,-211.862,38.143,1303.672,0.182,0.029,0.396,0.458
4000,-177.421,-207.557,499.72,1203.178,0.134,0.043,0.465,0.459
4500,-147.65,-200.901,490.999,1124.047,0.371,0.079,0.317,0.443
5000,23.027,-178.508,52.648,1016.907,0.178,0.089,0.4,0.439
5500,-119.89,-173.179,889.171,1005.295,0.036,0.084,0.477,0.442
6000,-260.238,-180.434,2271.291,1110.795,0.058,0.082,0.477,0.445
6500,-217.641,-183.296,1812.727,1164.789,0.066,0.081,0.47,0.447
7000,-182.63,-183.249,2185.745,1237.715,0.014,0.076,0.472,0.449
7500,-130.12,-179.707,1032.027,1224.002,0.034,0.073,0.452,0.449
8000,-99.321,-174.683,961.112,1207.572,0.049,0.072,0.467,0.45
8500,-159.363,-173.781,1004.407,1195.621,0.064,0.071,0.458,0.451
9000,-187.262,-174.53,2168.706,1249.681,0.033,0.069,0.471,0.452
9500,-97.166,-170.459,1202.987,1247.223,0.077,0.069,0.466,0.453
10000,-123.969,-168.134,993.286,1234.527,0.111,0.072,0.46,0.453
10500,-7.576,-160.488,434.298,1196.42,0.062,0.071,0.304,0.446
11000,-89.245,-157.25,271.947,1154.399,0.084,0.072,0.454,0.446
11500,-54.467,-152.781,719.495,1135.49,0.053,0.071,0.426,0.445
12000,-198.715,-154.695,2598.698,1196.457,0.046,0.07,0.463,0.446
12500,38.091,-146.984,56.344,1150.852,0.124,0.072,0.452,0.446
13000,-287.21,-152.377,4337.259,1273.407,0.107,0.073,0.437,0.446
13500,-124.998,-151.363,1224.736,1271.604,0.077,0.074,0.416,0.445
