Episode,Reward,RewardMovingAvg,Entropy,EntropyMovingAvg
1,-476.0,-476.0,3.689,3.689
2,-334.0,-405.0,3.654,3.672
3,-382.0,-397.333,3.689,3.677
4,-457.0,-412.25,3.689,3.68
5,-519.0,-433.6,3.689,3.682
6,-504.0,-445.333,3.689,3.683
7,-423.0,-442.143,3.689,3.684
8,-343.0,-429.75,3.689,3.685
9,-439.0,-430.778,3.689,3.685
10,-394.0,-427.1,3.689,3.685
11,-408.0,-425.364,3.654,3.683
12,-483.0,-430.167,3.654,3.68
13,-473.0,-433.462,3.689,3.681
14,-402.0,-431.214,3.689,3.681
15,-526.0,-437.533,3.689,3.682
16,-480.0,-440.188,3.62,3.678
17,-332.0,-433.824,3.689,3.679
18,-421.0,-433.111,3.689,3.679
19,-494.0,-436.316,3.689,3.68
20,-464.0,-437.7,3.689,3.68
21,-483.0,-439.857,3.689,3.681
22,-427.0,-439.273,3.689,3.681
23,-431.0,-438.913,3.654,3.68
24,-507.0,-441.75,3.689,3.68
25,-385.0,-439.48,3.689,3.681
26,-359.0,-436.385,3.689,3.681
27,-462.0,-437.333,3.689,3.681
28,-400.0,-436.0,3.689,3.681
29,-308.0,-431.586,3.689,3.682
30,-420.0,-431.2,3.689,3.682
31,-517.0,-433.968,3.62,3.68
32,-506.0,-436.219,3.654,3.679
33,-520.0,-438.758,3.689,3.679
34,-575.0,-442.765,3.689,3.68
35,-399.0,-441.514,3.689,3.68
36,-472.0,-442.361,3.689,3.68
37,-385.0,-440.811,3.654,3.68
38,-534.0,-443.263,3.689,3.68
39,-312.0,-439.897,3.689,3.68
40,-360.0,-437.9,3.689,3.68
41,-491.0,-439.195,3.689,3.68
42,-166.0,-432.69,3.689,3.681
43,-469.0,-433.535,3.689,3.681
44,-385.0,-432.432,3.689,3.681
45,-446.0,-432.733,3.689,3.681
46,-323.0,-430.348,3.689,3.681
47,-462.0,-431.021,3.689,3.682
48,-402.0,-430.417,3.689,3.682
49,-468.0,-431.184,3.689,3.682
50,-516.0,-432.88,3.689,3.682
51,-437.0,-432.961,3.689,3.682
52,-441.0,-433.115,3.689,3.682
53,-500.0,-434.377,3.689,3.682
54,-396.0,-433.667,3.689,3.682
55,-506.0,-434.982,3.689,3.683
56,-461.0,-435.446,3.689,3.683
57,-436.0,-435.456,3.689,3.683
58,-409.0,-435.0,3.689,3.683
59,-485.0,-435.847,3.689,3.683
60,-429.0,-435.733,3.689,3.683
61,-377.0,-434.77,3.654,3.683
62,-430.0,-434.694,3.689,3.683
63,-422.0,-434.492,3.689,3.683
