Timestep,ActorLoss,ActorLossMovingAvg,CriticLoss,CriticLossMovingAvg,ActorGradNorm,ActorGradNormMovingAvg,CriticGradNorm,CriticGradNormMovingAvg
500,-13.062,-13.062,127.161,127.161,0.0,0.0,0.185,0.185
1000,-186.876,-99.969,829.814,478.487,0.001,0.001,0.452,0.318
1500,-382.801,-194.246,3026.581,1327.852,0.0,0.0,0.457,0.365
2000,-121.042,-175.945,1163.36,1286.729,0.008,0.002,0.458,0.388
2500,-147.197,-170.196,1733.871,1376.157,0.013,0.004,0.466,0.404
3000,-50.631,-150.268,379.102,1209.982,0.031,0.009,0.425,0.407
3500,-167.318,-152.704,1587.75,1263.948,0.072,0.018,0.467,0.416
4000,-283.141,-169.008,1618.904,1308.318,0.069,0.024,0.467,0.422
4500,-246.45,-177.613,4241.173,1634.191,0.01,0.023,0.452,0.425
5000,-223.622,-182.214,4027.888,1873.56,0.036,0.024,0.467,0.43
5500,-140.019,-178.378,1014.303,1795.446,0.027,0.024,0.466,0.433
6000,-183.903,-178.838,1677.265,1785.598,0.013,0.023,0.471,0.436
6500,-173.286,-178.411,1581.692,1769.913,0.049,0.025,0.469,0.439
7000,-206.889,-180.445,3279.081,1877.71,0.029,0.025,0.47,0.441
7500,-149.849,-178.406,1436.156,1848.273,0.029,0.026,0.466,0.442
8000,-216.187,-180.767,3917.025,1977.57,0.031,0.026,0.472,0.444
8500,-114.915,-176.893,1566.502,1953.39,0.074,0.029,0.466,0.446
9000,-182.984,-177.232,2238.497,1969.229,0.06,0.031,0.47,0.447
9500,-136.071,-175.065,1885.389,1964.817,0.026,0.03,0.473,0.448
10000,-185.773,-175.601,3326.521,2032.902,0.065,0.032,0.467,0.449
10500,-82.541,-171.169,637.441,1966.451,0.026,0.032,0.456,0.45
11000,-104.875,-168.156,1690.534,1953.91,0.028,0.032,0.45,0.45
11500,-22.235,-161.812,51.419,1871.193,0.024,0.031,0.442,0.449
12000,-188.571,-162.927,2271.979,1887.892,0.009,0.03,0.454,0.45
12500,69.295,-153.638,209.181,1820.744,0.011,0.03,0.454,0.45
13000,-133.757,-152.873,2293.836,1838.939,0.01,0.029,0.468,0.45
13500,-121.791,-151.722,2632.906,1868.346,0.008,0.028,0.464,0.451
14000,-157.05,-151.912,2908.804,1905.505,0.025,0.028,0.464,0.451
14500,-35.978,-147.914,173.343,1845.775,0.016,0.027,0.461,0.452
15000,-121.583,-147.037,760.529,1809.6,0.039,0.028,0.44,0.451
15500,-141.027,-146.843,1784.132,1808.779,0.026,0.028,0.443,0.451
16000,-210.049,-148.818,3348.568,1856.897,0.031,0.028,0.46,0.451
16500,-124.184,-148.072,1235.141,1838.056,0.024,0.028,0.446,0.451
17000,-80.099,-146.072,983.145,1812.912,0.013,0.027,0.456,0.451
